Country,Time,GDP (Million USD),"HICP (%, annual rate of change)",Unemployment Rate (%pop in LF)
DE,2022-04,377432.05268333334,7.8,3.3
DE,2022-05,371446.74890000006,8.7,2.9
DE,2022-06,367701.9733492063,8.2,3.1
DE,2022-07,378122.7955,8.5,3.4
DE,2022-08,379202.1125614036,8.8,3.2
DE,2022-09,368158.19402898557,10.9,3.1
DE,2022-10,373688.52679365076,11.6,3.1
DE,2022-11,365533.2081587301,11.3,3.0
DE,2022-12,365533.2081587301,9.6,2.9
DE,2023-01,353692.40800000005,9.2,3.1
DE,2023-02,352319.5742608696,9.3,3.2
DE,2023-03,344320.1904761905,7.8,3.0
DE,2023-04,338902.06820000004,7.6,3.1
DE,2023-05,350560.5924,6.3,2.9
DE,2023-06,364276.5706666667,6.8,3.1
DE,2023-07,379167.265,6.5,3.0
DE,2023-08,376541.2921052631,6.4,3.3
DE,2023-09,376860.92101449275,4.3,3.0
DE,2023-10,397705.014,3.0,3.2
DE,2023-11,394261.6805454545,2.3,3.1
DE,2023-12,393289.17914285715,3.8,3.0
DE,2024-01,395320.7349,3.1,3.2
DE,2024-02,389716.11,2.7,3.6
DE,2024-03,381205.58175,2.3,3.5
DE,2024-04,374637.3104761905,2.4,3.2
DE,2024-05,383670.4101666667,2.8,3.6
DE,2024-06,386865.5063333334,2.5,3.4
DE,2024-07,393475.89268253965,2.6,3.6
DE,2024-08,389652.4836666666,2.0,3.7
DE,2024-09,392439.23996825394,1.8,3.2
DE,2024-10,396934.77109090914,2.4,3.2
DE,2024-11,400126.38736363634,2.4,3.3
DE,2024-12,398391.4225263157,2.8,3.2
DE,2025-01,397061.15340909094,2.8,3.7
DE,2025-02,403415.7958181818,2.6,3.7
DE,2025-03,406493.27975,2.3,3.7
DE,2025-04,397402.30799999996,2.2,3.8
DE,2025-05,387437.276491228,2.1,3.8
DE,2025-06,382002.7937777778,2.0,3.6
DE,2025-07,386596.2806666667,1.8,3.9
DE,2025-08,388727.70300000004,2.1,4.0
DE,2025-09,403665.436,2.4,4.1
DK,1997-01,11644.645576515151,2.4,6.3
DK,1997-02,11499.316523833335,2.1,5.9
DK,1997-03,11081.414416811594,1.8,5.7
DK,1997-04,11309.6960625,1.7,5.4
DK,1997-05,11089.389273809526,2.1,5.0
DK,1997-06,11123.394595238096,2.4,4.8
DK,1997-07,11205.189559666667,2.0,5.2
DK,1997-08,11695.04102031746,2.1,5.4
DK,1997-09,11482.24208614035,1.8,4.8
DK,1997-10,12020.019526666665,1.7,4.8
DK,1997-11,11811.359071111108,1.7,4.7
DK,1997-12,11583.667246666666,1.5,4.9
DK,1998-01,10869.68778190476,1.7,5.9
DK,1998-02,10978.371916190476,1.7,5.4
DK,1998-03,11486.577693333333,1.5,5.2
DK,1998-04,11878.065525925926,1.7,5.0
DK,1998-05,11794.080666666667,1.4,4.7
DK,1998-06,11575.922754666668,1.2,4.4
DK,1998-07,11630.273496333333,1.4,4.8
DK,1998-08,11525.763315555554,1.0,5.1
DK,1998-09,11363.059709473682,1.1,4.5
DK,1998-10,12148.041626031747,1.1,4.4
DK,1998-11,12277.711544545455,1.1,4.4
DK,1998-12,12706.791167575759,1.1,4.6
DK,1999-01,12689.409394833334,1.1,5.8
DK,1999-02,13185.663435151515,1.4,5.4
DK,1999-03,12980.376428939391,1.6,5.3
DK,1999-04,13640.171048,1.6,5.1
DK,1999-05,13647.40404,1.6,4.8
DK,1999-06,13927.536063157897,1.9,4.6
DK,1999-07,14011.072829365079,2.0,4.9
DK,1999-08,14599.920766984127,2.6,5.5
DK,1999-09,14822.720739824563,2.4,5.1
DK,1999-10,15880.318071428572,2.6,5.2
DK,1999-11,15975.82131818182,2.6,5.1
DK,1999-12,16995.35667857143,3.1,5.2
DK,2000-01,16507.12868571428,2.8,5.6
DK,2000-02,16069.871204848483,2.8,4.9
DK,2000-03,15773.141861587299,2.9,4.5
DK,2000-04,16632.871193333336,2.9,4.3
DK,2000-05,17292.28373848485,2.9,4.2
DK,2000-06,17287.01249407407,2.9,4.1
DK,2000-07,17988.79650909091,2.8,4.1
DK,2000-08,18486.147903999998,2.1,4.3
DK,2000-09,18489.39668210526,2.8,4.1
DK,2000-10,19332.353771594204,2.9,3.9
DK,2000-11,18904.33248969697,2.8,3.9
DK,2000-12,18920.881162666665,2.4,4.0
DK,2001-01,17854.03902909091,2.4,4.7
DK,2001-02,18030.575805714285,2.3,4.6
DK,2001-03,17920.65433939394,2.2,4.5
DK,2001-04,18689.119302222225,2.6,4.2
DK,2001-05,19122.480477333334,2.7,4.1
DK,2001-06,19871.332432,2.3,4.2
DK,2001-07,20449.526926956518,2.3,4.4
DK,2001-08,20016.590435333335,2.5,4.9
DK,2001-09,19849.416454736842,2.2,4.8
DK,2001-10,21283.35885,1.9,4.7
DK,2001-11,20892.873764285712,1.8,4.6
DK,2001-12,20495.39376857143,2.0,4.6
DK,2002-01,18380.393066666664,2.3,5.0
DK,2002-02,18206.917006666667,2.4,4.6
DK,2002-03,18591.942313043477,2.5,4.4
DK,2002-04,19490.119133968252,2.4,4.3
DK,2002-05,19153.165962666666,2.0,4.2
DK,2002-06,18780.932695833333,2.1,4.3
DK,2002-07,18677.441714285713,2.1,4.6
DK,2002-08,19094.02485,2.4,5.0
DK,2002-09,18801.503605263155,2.4,4.9
DK,2002-10,19870.292649565217,2.6,4.7
DK,2002-11,20274.713515833333,2.8,4.5
DK,2002-12,21091.11142,2.6,4.5
DK,2003-01,19738.874074545456,2.6,5.3
DK,2003-02,19770.147802000003,2.7,5.3
DK,2003-03,19972.560446956526,3.0,5.4
DK,2003-04,20411.422053999995,2.3,5.3
DK,2003-05,20243.104514603172,2.1,5.4
DK,2003-06,20677.058317777777,2.0,5.5
DK,2003-07,21032.473391999996,1.7,5.4
DK,2003-08,20695.120469999998,1.6,5.6
DK,2003-09,20834.028524210527,1.7,5.5
DK,2003-10,22497.425989393938,1.2,5.4
DK,2003-11,22950.903006825396,1.3,5.3
DK,2003-12,22959.248172121213,1.2,5.5
DK,2004-01,21680.965336031746,1.0,6.4
DK,2004-02,22175.076530793653,0.7,6.1
DK,2004-03,22012.54686304348,0.4,5.8
DK,2004-04,23458.127433999998,0.6,5.4
DK,2004-05,24003.173843478253,1.1,5.0
DK,2004-06,24761.195453333334,1.0,5.2
DK,2004-07,24428.404637333337,1.2,5.5
DK,2004-08,24712.547275238096,0.8,5.9
DK,2004-09,24765.077947666665,0.8,5.6
DK,2004-10,27690.03743428571,1.6,5.2
DK,2004-11,28106.535245454546,1.1,4.9
DK,2004-12,27750.612895714283,1.0,5.0
DK,2005-01,25976.495316190474,0.8,5.9
DK,2005-02,26305.208807575753,1.1,5.7
DK,2005-03,24964.369357301584,1.3,5.6
DK,2005-04,25854.822027777776,1.7,5.1
DK,2005-05,23916.126926363635,1.3,4.7
DK,2005-06,22974.986457037034,1.7,4.6
DK,2005-07,23958.55623818182,1.9,4.8
DK,2005-08,23485.102888166668,2.3,4.9
DK,2005-09,22691.403077192983,2.5,4.6
DK,2005-10,24369.59865893939,1.9,4.2
DK,2005-11,24647.070883636366,1.9,4.0
DK,2005-12,25481.668969833332,2.3,4.0
DK,2006-01,25009.77514818182,2.0,4.6
DK,2006-02,25147.539720000004,2.1,4.5
DK,2006-03,25459.10051761905,1.8,4.4
DK,2006-04,27934.232961904763,1.9,4.2
DK,2006-05,28405.708361904763,2.0,3.9
DK,2006-06,28571.268019298248,2.1,3.7
DK,2006-07,27509.42370181818,2.0,3.7
DK,2006-08,26919.160106315787,2.0,3.8
DK,2006-09,25813.787085263157,1.4,3.6
DK,2006-10,26366.730178695656,1.4,3.4
DK,2006-11,26069.011895454547,1.8,3.4
DK,2006-12,24410.326081500003,1.6,3.7
DK,2007-01,22798.284452727272,1.8,4.2
DK,2007-02,23893.50919428571,1.9,4.3
DK,2007-03,24065.73186181818,2.0,3.9
DK,2007-04,25271.436895238097,1.6,3.7
DK,2007-05,26810.7159285,1.7,3.6
DK,2007-06,26334.906460833332,1.3,3.7
DK,2007-07,25724.61605333333,1.0,4.1
DK,2007-08,26015.139998499995,0.8,4.0
DK,2007-09,26570.137830526317,1.1,3.8
DK,2007-10,28866.962111304354,1.7,3.3
DK,2007-11,29772.794359523814,2.5,3.3
DK,2007-12,29514.92786904762,2.4,3.1
DK,2008-01,27941.31540681818,3.1,3.4
DK,2008-02,27693.26208333333,3.2,3.8
DK,2008-03,27806.11850507246,3.3,3.9
DK,2008-04,28180.397706666667,3.4,3.2
DK,2008-05,28151.156301333336,3.6,3.3
DK,2008-06,27792.718464,4.2,3.7
DK,2008-07,26823.048114285717,4.3,3.8
DK,2008-08,26324.04480666667,4.8,3.8
DK,2008-09,26993.87820666667,4.5,3.6
DK,2008-10,27229.90275,3.8,3.5
DK,2008-11,27132.364704761905,2.8,4.4
DK,2008-12,26403.067336363634,2.5,3.8
DK,2009-01,23705.711875555553,1.7,5.9
DK,2009-02,23207.237374603174,1.7,5.4
DK,2009-03,23450.31482115942,1.5,5.8
DK,2009-04,24749.472316842108,1.1,6.2
DK,2009-05,24920.888392727276,1.0,5.7
DK,2009-06,24658.848164000006,0.9,7.2
DK,2009-07,25319.488944000004,0.7,6.0
DK,2009-08,25675.471878095243,0.8,7.1
DK,2009-09,25758.13436631579,0.4,6.8
DK,2009-10,25923.55657142857,0.8,6.9
DK,2009-11,26067.730545454546,1.0,7.1
DK,2009-12,25983.583575757573,1.1,6.8
DK,2010-01,25552.8057255,1.9,8.3
DK,2010-02,25341.201461060602,1.9,8.2
DK,2010-03,25778.17487242424,2.1,8.3
DK,2010-04,27283.669526833335,2.4,7.8
DK,2010-05,27858.89667727273,2.1,7.3
DK,2010-06,27542.31863894737,1.6,7.7
DK,2010-07,28011.566906666667,2.2,7.9
DK,2010-08,27827.55939968254,2.3,7.6
DK,2010-09,27924.128899298248,2.6,7.3
DK,2010-10,28943.92376761905,2.3,7.9
DK,2010-11,28906.22966545455,2.4,7.2
DK,2010-12,28756.24157095238,2.8,7.5
DK,2011-01,27396.174849523806,2.6,8.9
DK,2011-02,27272.25395515151,2.6,8.2
DK,2011-03,26832.690273015873,2.6,8.2
DK,2011-04,26903.838126984127,2.9,7.5
DK,2011-05,26461.788818181816,3.0,7.5
DK,2011-06,26034.265,3.0,6.9
DK,2011-07,25193.139040634924,2.9,8.3
DK,2011-08,23733.576929333336,2.4,7.8
DK,2011-09,23192.825063157896,2.3,6.8
DK,2011-10,22983.623031515148,2.7,8.0
DK,2011-11,22989.126865151513,2.5,7.7
DK,2011-12,23722.652706999997,2.4,7.3
DK,2012-01,23003.368635,2.7,8.5
DK,2012-02,22535.780734999993,2.7,8.4
DK,2012-03,22820.07258142857,2.7,7.8
DK,2012-04,24028.666668253973,2.2,8.5
DK,2012-05,24027.443830158732,2.1,8.2
DK,2012-06,22954.521394736843,2.2,7.3
DK,2012-07,23065.494695454545,2.2,7.6
DK,2012-08,22994.257989473685,2.6,8.3
DK,2012-09,23496.819089999997,2.6,7.6
DK,2012-10,24150.056009999997,2.3,7.3
DK,2012-11,24610.225936666666,2.3,7.0
DK,2012-12,24537.30185190476,1.9,6.9
DK,2013-01,23368.56426166667,0.9,8.9
DK,2013-02,23000.671021166665,1.1,7.5
DK,2013-03,23316.027644927537,0.7,7.6
DK,2013-04,24530.731939682544,0.5,8.4
DK,2013-05,24085.922773333335,0.7,6.4
DK,2013-06,23599.148513333334,0.6,7.0
DK,2013-07,22803.195623968255,0.4,7.6
DK,2013-08,22998.534531929825,0.1,7.4
DK,2013-09,23031.5417722807,0.1,7.3
DK,2013-10,23746.090490434788,0.4,6.6
DK,2013-11,23796.635456,0.2,7.3
DK,2013-12,24543.07312,0.5,6.5
DK,2014-01,24124.88944,0.8,8.5
DK,2014-02,24763.072551999998,0.3,7.2
DK,2014-03,25370.35708521739,0.2,6.8
DK,2014-04,26361.265212500002,0.5,6.8
DK,2014-05,26011.92994047619,0.3,6.5
DK,2014-06,25984.212612500003,0.4,6.5
DK,2014-07,26110.4285385,0.5,6.7
DK,2014-08,26905.409558571424,0.3,7.4
DK,2014-09,27221.219971578947,0.3,7.0
DK,2014-10,28221.52696136364,0.2,6.6
DK,2014-11,28074.10192063492,0.3,6.4
DK,2014-12,27051.571307575763,0.1,6.7
DK,2015-01,25784.666573333336,-0.3,6.7
DK,2015-02,25796.756651111114,-0.1,6.8
DK,2015-03,25492.063836521742,0.3,6.7
DK,2015-04,26701.909103157894,0.4,6.6
DK,2015-05,26291.419561818184,0.4,5.8
DK,2015-06,26008.330652,0.4,5.9
DK,2015-07,25598.932962777773,0.5,6.8
DK,2015-08,25683.310080999996,0.3,6.5
DK,2015-09,25529.326838888883,0.3,5.8
DK,2015-10,26288.948464285713,0.1,6.1
DK,2015-11,26144.3265,0.1,5.6
DK,2015-12,26034.734181818185,0.3,5.9
DK,2016-01,25406.9715555,0.4,6.3
DK,2016-02,25218.709510909088,0.1,6.5
DK,2016-03,25032.52302136364,-0.3,6.3
DK,2016-04,26250.260352000005,-0.3,6.0
DK,2016-05,26362.26312727273,-0.1,5.9
DK,2016-06,26344.138187368422,0.1,5.4
DK,2016-07,25879.247154444438,0.1,6.7
DK,2016-08,25841.98960777777,0.0,6.1
DK,2016-09,25406.7054414035,-0.3,5.5
DK,2016-10,27030.0023,0.1,6.2
DK,2016-11,26602.21172,0.1,5.6
DK,2016-12,26690.817538000003,0.3,5.3
DK,2017-01,26689.346909999997,0.7,6.6
DK,2017-02,27232.835617272725,0.9,6.7
DK,2017-03,28045.605831428566,0.9,6.2
DK,2017-04,29430.132665079364,1.0,5.9
DK,2017-05,29386.966203174597,0.7,5.6
DK,2017-06,29532.975075925926,0.4,5.3
DK,2017-07,29458.930800000006,1.5,5.9
DK,2017-08,29482.33396111111,1.5,6.4
DK,2017-09,29279.648144736842,1.6,5.8
DK,2017-10,30027.20333072464,1.4,5.2
DK,2017-11,30188.168750606066,1.3,5.3
DK,2017-12,30644.548072666672,0.8,4.9
DK,2018-01,28949.26842181818,0.6,5.8
DK,2018-02,28404.098915555558,0.5,5.0
DK,2018-03,28273.324596363633,0.4,5.8
DK,2018-04,29908.544803968252,0.7,5.2
DK,2018-05,29488.945339166665,1.0,4.8
DK,2018-06,29021.310715,1.1,4.9
DK,2018-07,28202.187239523806,0.9,5.1
DK,2018-08,28241.9681325,0.8,5.4
DK,2018-09,28322.582256842106,0.5,4.5
DK,2018-10,28574.33242608696,0.7,4.9
DK,2018-11,28015.296409523806,0.7,5.0
DK,2018-12,27403.89506190476,0.7,5.4
DK,2019-01,26085.356258253967,1.2,5.4
DK,2019-02,25100.562384166667,1.1,5.5
DK,2019-03,25003.136207826086,1.2,5.5
DK,2019-04,25702.75386904762,0.9,5.3
DK,2019-05,25583.6773225,0.7,4.6
DK,2019-06,26463.777945,0.5,4.1
DK,2019-07,27106.352404444446,0.4,4.6
DK,2019-08,27583.008551,0.5,5.4
DK,2019-09,27391.97878789473,0.4,5.0
DK,2019-10,28495.18439478261,0.6,4.9
DK,2019-11,29161.98936,0.6,5.2
DK,2019-12,28909.50460363636,0.8,4.8
DK,2020-01,27618.84380857143,0.8,4.9
DK,2020-02,28196.210930333327,0.7,5.6
DK,2020-03,27796.46163333333,0.3,5.0
DK,2020-04,26596.740082499997,-0.1,4.3
DK,2020-05,26329.623573333334,-0.2,5.1
DK,2020-06,26964.472553666666,0.2,6.2
DK,2020-07,28478.40686533333,0.4,6.4
DK,2020-08,28451.00960603174,0.4,6.9
DK,2020-09,28174.550873333326,0.5,5.8
DK,2020-10,29933.02611047619,0.3,5.8
DK,2020-11,29530.213985454546,0.4,5.9
DK,2020-12,29767.656301818177,0.4,5.6
DK,2021-01,28387.496660701752,0.4,6.3
DK,2021-02,28607.26888257576,0.5,6.4
DK,2021-03,29065.10506848485,0.9,6.5
DK,2021-04,31495.909629166665,1.5,5.0
DK,2021-05,30900.978225,1.9,4.9
DK,2021-06,30126.123083333332,1.9,4.4
DK,2021-07,29786.80677777778,1.7,4.2
DK,2021-08,29455.64511111111,1.8,5.6
DK,2021-09,29618.043,2.4,4.8
DK,2021-10,33799.001066666664,3.2,4.8
DK,2021-11,35107.526406060606,3.8,4.1
DK,2021-12,35238.47568888889,3.4,4.3
DK,2022-01,34327.602495,4.9,5.1
DK,2022-02,34735.85615454546,5.3,4.7
DK,2022-03,34666.38338571429,6.0,4.0
DK,2022-04,37734.840523333325,7.4,4.0
DK,2022-05,37446.25917803922,8.2,4.0
DK,2022-06,37259.8344091228,9.1,3.9
DK,2022-07,35910.168231578944,9.6,4.7
DK,2022-08,34894.29202898551,9.9,5.0
DK,2022-09,34300.096066666665,11.1,4.5
DK,2022-10,34966.344736,11.4,4.5
DK,2022-11,34134.56351030303,9.7,4.7
DK,2022-12,34112.50610793651,9.6,4.6
DK,2023-01,32786.028275,8.4,4.5
DK,2023-02,32453.47251666666,8.3,5.7
DK,2023-03,33096.58852500001,7.3,4.7
DK,2023-04,32508.132466333333,5.6,4.9
DK,2023-05,31823.090813913048,2.9,4.6
DK,2023-06,31888.684130333335,2.4,4.3
DK,2023-07,29658.989845333337,3.2,5.5
DK,2023-08,29085.303934492757,2.3,4.6
DK,2023-09,28499.606130666667,0.6,4.8
DK,2023-10,29144.235074545453,-0.4,6.1
DK,2023-11,30576.8221810606,0.3,5.9
DK,2023-12,30195.213262833335,0.4,5.7
DK,2024-01,27468.862388985504,0.9,6.3
DK,2024-02,26405.057292499994,0.6,6.2
DK,2024-03,25890.700996349206,0.8,5.6
DK,2024-04,27886.205586984128,0.5,5.8
DK,2024-05,29293.559719666668,2.1,5.8
DK,2024-06,30574.171077460316,1.8,5.7
DK,2024-07,29711.075019122807,1.0,6.1
DK,2024-08,29316.183711060607,1.4,6.5
DK,2024-09,28807.272037936506,1.2,6.8
DK,2024-10,31112.67307909091,1.6,5.8
DK,2024-11,30318.020459999996,1.6,6.8
DK,2024-12,30621.165119999998,1.8,6.9
DK,2025-01,29237.553511014492,1.4,7.0
DK,2025-02,29564.49306296296,2.0,5.9
DK,2025-03,29355.45483333333,1.4,6.8
DK,2025-04,29764.467470666666,1.5,6.8
DK,2025-05,29861.977884666663,1.5,5.0
DK,2025-06,29593.63675682539,1.8,6.3
EA20,2000-12,850956.0268938096,2.6,8.5
EA20,2001-01,817393.87486,2.1,8.6
EA20,2001-02,806986.31328,2.1,8.8
EA20,2001-03,782996.9242285715,2.3,8.7
EA20,2001-04,791886.7133404999,2.8,8.4
EA20,2001-05,812036.8146454999,3.1,8.2
EA20,2001-06,810144.483975,2.9,8.2
EA20,2001-07,803404.1416692063,2.6,8.2
EA20,2001-08,781809.2481663636,2.4,8.2
EA20,2001-09,765624.1116177777,2.3,8.1
EA20,2001-10,792781.0452269842,2.3,8.3
EA20,2001-11,801084.799312029,2.0,8.4
EA20,2001-12,831973.1965608773,2.1,8.4
EA20,2002-01,793321.4340775758,2.6,8.7
EA20,2002-02,784979.7519206668,2.5,8.9
EA20,2002-03,802226.5105345001,2.5,8.9
EA20,2002-04,844712.8960831747,2.4,8.7
EA20,2002-05,847432.4593361403,2.1,8.5
EA20,2002-06,822441.7576685713,1.9,8.5
EA20,2002-07,827830.9304209092,2.0,8.6
EA20,2002-08,825158.6815231818,2.2,8.5
EA20,2002-09,838760.5728585001,2.1,8.4
EA20,2002-10,873644.6071777273,2.3,8.7
EA20,2002-11,888709.380839091,2.3,8.8
EA20,2002-12,892087.3491205001,2.3,8.9
EA20,2003-01,861428.714659091,2.2,9.4
EA20,2003-02,851639.7622894738,2.4,9.6
EA20,2003-03,865348.343,2.4,9.6
EA20,2003-04,885993.7868304763,2.1,9.3
EA20,2003-05,889068.4357936843,1.9,9.0
EA20,2003-06,899672.0286780953,2.0,9.0
EA20,2003-07,903506.0109236364,2.0,8.9
EA20,2003-08,898817.9161247617,2.1,8.9
EA20,2003-09,889418.7859314284,2.2,8.8
EA20,2003-10,932559.7281272727,2.1,9.1
EA20,2003-11,917529.0897142857,2.2,9.2
EA20,2003-12,888164.3524857142,2.0,9.3
EA20,2004-01,833908.581010909,1.8,9.8
EA20,2004-02,820435.7283999999,1.7,9.8
EA20,2004-03,811008.8890692063,1.7,9.8
EA20,2004-04,792841.7464586667,2.1,9.5
EA20,2004-05,774777.4380210527,2.5,9.3
EA20,2004-06,738544.0457987878,2.4,9.1
EA20,2004-07,736048.3269159092,2.3,9.0
EA20,2004-08,759533.7977565001,2.4,9.1
EA20,2004-09,763494.9827168182,2.2,9.3
EA20,2004-10,788992.1425592424,2.4,9.4
EA20,2004-11,798945.3825052382,2.3,9.6
EA20,2004-12,805573.1113592066,2.3,9.5
EA20,2005-01,761942.1349817461,1.9,9.8
EA20,2005-02,727918.3404868422,2.1,9.9
EA20,2005-03,738918.8331219697,2.2,9.8
EA20,2005-04,769925.7257122807,2.1,9.3
EA20,2005-05,786753.1754266666,2.0,9.3
EA20,2005-06,789676.9454434782,2.0,9.0
EA20,2005-07,800845.6433411111,2.1,8.7
EA20,2005-08,798472.6080131746,2.2,8.9
EA20,2005-09,792806.3215589395,2.6,9.1
EA20,2005-10,824889.0097918332,2.5,9.3
EA20,2005-11,836198.8630072464,2.3,9.2
EA20,2005-12,837041.1254803175,2.3,9.1
EA20,2006-01,788951.779328,2.5,9.4
EA20,2006-02,773007.1372160001,2.4,9.4
EA20,2006-03,755301.7831161906,2.2,9.2
EA20,2006-04,792486.2873431578,2.5,8.7
EA20,2006-05,793623.6548273683,2.5,8.4
EA20,2006-06,796666.4112573913,2.5,8.2
EA20,2006-07,795552.5404593333,2.5,8.0
EA20,2006-08,820506.9244934849,2.3,8.1
EA20,2006-09,834105.7035766667,1.8,8.1
EA20,2006-10,910582.9500781666,1.6,8.3
EA20,2006-11,932913.9003523188,1.9,8.4
EA20,2006-12,940845.8162568333,1.9,8.1
EA20,2007-01,893711.2137436508,1.9,8.3
EA20,2007-02,892758.9089018335,1.9,8.4
EA20,2007-03,899844.4479111667,2.0,8.0
EA20,2007-04,959777.8363915873,1.9,7.7
EA20,2007-05,971043.520128772,1.9,7.6
EA20,2007-06,970592.637104091,1.9,7.3
EA20,2007-07,961374.3664571428,1.8,7.3
EA20,2007-08,926358.6525763638,1.8,7.3
EA20,2007-09,915115.2676628571,2.2,7.3
EA20,2007-10,969211.1848117461,2.6,7.4
EA20,2007-11,957763.5564208697,3.1,7.5
EA20,2007-12,967745.3613164913,3.1,7.5
EA20,2008-01,907122.1728807577,3.3,7.8
EA20,2008-02,897354.8711803333,3.3,7.8
EA20,2008-03,898656.922832037,3.7,7.6
EA20,2008-04,934742.3685599999,3.3,7.6
EA20,2008-05,929138.1586666666,3.8,7.4
EA20,2008-06,924774.5496,4.1,7.5
EA20,2008-07,904884.54516,4.2,7.3
EA20,2008-08,901091.4317672729,3.9,7.4
EA20,2008-09,909810.1006110001,3.7,7.5
EA20,2008-10,926273.1089054544,3.2,7.7
EA20,2008-11,919434.5536481818,2.2,8.1
EA20,2008-12,909728.3867520001,1.7,8.5
EA20,2009-01,836317.0579515152,1.2,9.2
EA20,2009-02,835742.06193,1.3,9.6
EA20,2009-03,840513.3106455555,0.6,9.7
EA20,2009-04,862941.9456522221,0.7,9.7
EA20,2009-05,848406.494971228,0.1,9.5
EA20,2009-06,858917.3353924241,-0.1,9.4
EA20,2009-07,844347.3758466667,-0.6,9.4
EA20,2009-08,847159.7017803334,-0.1,9.5
EA20,2009-09,874475.9090100001,-0.3,9.8
EA20,2009-10,938076.5561978788,-0.1,10.0
EA20,2009-11,966073.6657971427,0.5,10.1
EA20,2009-12,962313.6408636507,0.9,10.2
EA20,2010-01,905830.982246349,0.9,10.8
EA20,2010-02,910331.5951951852,0.8,10.9
EA20,2010-03,936635.77488,1.6,10.6
EA20,2010-04,976596.2185544444,1.6,10.5
EA20,2010-05,969882.2927815788,1.7,10.3
EA20,2010-06,954457.56276971,1.5,9.9
EA20,2010-07,959441.661445,1.7,9.9
EA20,2010-08,973946.3284430001,1.6,9.8
EA20,2010-09,966086.0498099999,1.9,10.0
EA20,2010-10,994725.4286287302,1.9,10.3
EA20,2010-11,990145.6480449999,1.9,10.3
EA20,2010-12,989973.1663503174,2.2,10.2
EA20,2011-01,931882.9203006668,2.3,10.6
EA20,2011-02,917105.1547960001,2.4,10.6
EA20,2011-03,907859.2723879365,2.7,10.5
EA20,2011-04,935931.5894899999,2.8,10.0
EA20,2011-05,938603.1209207018,2.7,10.0
EA20,2011-06,911267.1540092754,2.7,9.8
EA20,2011-07,888656.6604415872,2.6,9.8
EA20,2011-08,869262.7596303175,2.6,10.0
EA20,2011-09,869262.7596303175,3.0,10.1
EA20,2011-10,868310.1164566667,3.0,10.4
EA20,2011-11,864939.8280452174,3.0,10.8
EA20,2011-12,845301.4481746032,2.8,10.9
EA20,2012-01,799625.616082,2.6,11.4
EA20,2012-02,827133.428724,2.7,11.6
EA20,2012-03,859495.7203733334,2.7,11.6
EA20,2012-04,890715.7064510002,2.6,11.4
EA20,2012-05,884546.9373668422,2.4,11.3
EA20,2012-06,885297.7893415943,2.4,11.1
EA20,2012-07,903653.0911800001,2.4,11.1
EA20,2012-08,895829.2548927274,2.6,11.1
EA20,2012-09,893619.5671400002,2.6,11.4
EA20,2012-10,945853.63561,2.5,11.9
EA20,2012-11,932443.879,2.2,12.1
EA20,2012-12,912081.390075,2.2,12.0
EA20,2013-01,853856.9054780954,2.0,12.8
EA20,2013-02,874444.7495953335,1.9,12.9
EA20,2013-03,881726.8724626667,1.7,12.6
EA20,2013-04,912319.1621150794,1.2,12.4
EA20,2013-05,903454.1480833333,1.4,12.1
EA20,2013-06,909915.5634365078,1.6,11.8
EA20,2013-07,898924.8877363637,1.6,11.7
EA20,2013-08,906152.834262121,1.3,11.6
EA20,2013-09,902223.7174771929,1.1,11.9
EA20,2013-10,942374.5237121212,0.7,12.1
EA20,2013-11,957456.4652775757,0.9,12.2
EA20,2013-12,964760.4848966666,0.8,11.9
EA20,2014-01,903984.247215,0.8,12.6
EA20,2014-02,881316.4586149122,0.7,12.6
EA20,2014-03,868954.4600411112,0.5,12.3
EA20,2014-04,883603.8004561905,0.7,11.9
EA20,2014-05,888475.3757100002,0.5,11.6
EA20,2014-06,922617.0328057143,0.5,11.2
EA20,2014-07,963081.7931880304,0.4,11.1
EA20,2014-08,966674.0391544445,0.4,11.1
EA20,2014-09,988966.6211844999,0.3,11.4
EA20,2014-10,1041406.8300463638,0.4,11.7
EA20,2014-11,1039323.9847109525,0.3,11.9
EA20,2014-12,1047465.3141414284,-0.2,11.4
EA20,2015-01,997024.255077647,-0.6,11.8
EA20,2015-02,992060.6079621052,-0.3,11.9
EA20,2015-03,958838.4609884209,-0.1,11.7
EA20,2015-04,961638.7396920292,0.2,11.3
EA20,2015-05,945263.5154616667,0.6,11.0
EA20,2015-06,939040.0852795001,0.5,10.8
EA20,2015-07,921554.9362366666,0.5,10.4
EA20,2015-08,920959.4369555556,0.4,10.3
EA20,2015-09,941790.5707816667,0.2,10.5
EA20,2015-10,972663.7415996824,0.4,10.7
EA20,2015-11,991938.5856900001,0.1,10.8
EA20,2015-12,956951.3352153332,0.3,10.6
EA20,2016-01,890333.600893913,0.3,10.8
EA20,2016-02,892168.7442476666,-0.1,10.9
EA20,2016-03,865970.1871893333,0.0,10.7
EA20,2016-04,880191.8301075362,-0.3,10.3
EA20,2016-05,862467.1942226667,-0.1,10.1
EA20,2016-06,826893.529929091,0.0,9.9
EA20,2016-07,863434.4650454544,0.2,9.7
EA20,2016-08,852658.5155300001,0.2,9.6
EA20,2016-09,821671.6486608696,0.4,9.7
EA20,2016-10,825155.4826849998,0.5,9.9
EA20,2016-11,809081.8982530159,0.6,10.0
EA20,2016-12,811562.9266787302,1.1,9.7
