Country,Time,GDP (Million USD),"HICP (%, annual rate of change)",Unemployment Rate (%pop in LF)
EE,2000-10,596.728983030303,5.4,14.4
EE,2000-11,596.8718803030303,5.7,14.9
EE,2000-12,615.916577,5.0,14.7
EE,2001-01,589.7177090909092,5.6,14.6
EE,2001-02,577.7305575757575,6.0,14.1
EE,2001-03,585.0187047619048,5.7,13.9
EE,2001-04,671.8025795238098,6.3,13.6
EE,2001-05,671.7683909523811,6.8,13.1
EE,2001-06,641.7712184210527,6.7,12.2
EE,2001-07,636.007905,5.9,13.1
EE,2001-08,634.0436242105263,5.8,12.5
EE,2001-09,647.901243,5.7,13.1
EE,2001-10,689.8701186956521,4.8,12.0
EE,2001-11,703.0153255555556,4.2,12.3
EE,2001-12,700.9321773015872,4.2,12.0
EE,2002-01,662.0381237878788,4.3,11.8
EE,2002-02,651.6156028333332,4.5,11.9
EE,2002-03,660.5497463768115,4.4,11.0
EE,2002-04,755.22032984127,4.5,9.9
EE,2002-05,741.5261226666667,4.1,10.0
EE,2002-06,726.5399486666666,3.8,10.6
EE,2002-07,694.7146515873017,3.3,10.9
EE,2002-08,700.6657824561404,2.7,10.6
EE,2002-09,701.6713701754386,2.7,11.2
EE,2002-10,734.2608660869566,3.1,12.7
EE,2002-11,735.823784,3.0,12.4
EE,2002-12,758.9046345454547,2.7,13.0
EE,2003-01,754.0338466666666,2.5,11.7
EE,2003-02,773.9805356666666,2.3,11.2
EE,2003-03,792.961476231884,2.1,11.0
EE,2003-04,889.1727328333334,1.2,10.4
EE,2003-05,877.3895579365079,0.7,11.3
EE,2003-06,876.4546448333334,0.5,10.6
EE,2003-07,869.010133,0.9,10.3
EE,2003-08,895.468778095238,1.4,9.7
EE,2003-09,905.979614736842,1.5,9.1
EE,2003-10,941.9852218181818,1.2,9.5
EE,2003-11,937.0644317460315,1.2,9.1
EE,2003-12,902.9341478787878,1.2,10.3
EE,2004-01,900.189400952381,0.7,10.7
EE,2004-02,900.6114874603176,0.6,10.3
EE,2004-03,889.9741095652175,0.7,9.8
EE,2004-04,933.1224505263158,1.5,9.4
EE,2004-05,918.7775209090911,3.7,10.2
EE,2004-06,908.8847220000001,4.4,9.5
EE,2004-07,947.8346559259259,4.0,10.1
EE,2004-08,950.9588313333333,3.9,10.5
EE,2004-09,945.2573962962962,3.8,10.4
EE,2004-10,967.4393280952381,4.0,10.8
EE,2004-11,962.1172066666667,4.5,9.5
EE,2004-12,958.0841842424244,4.8,9.8
EE,2005-01,955.8332435,4.2,9.5
EE,2005-02,948.7506551515149,4.6,9.6
EE,2005-03,941.7461510606059,4.8,8.4
EE,2005-04,1047.385344,4.6,8.1
EE,2005-05,1051.8542545454545,2.9,8.4
EE,2005-06,1051.1310694736842,3.2,8.2
EE,2005-07,1078.9147600000001,3.9,7.5
EE,2005-08,1077.36148,4.2,7.0
EE,2005-09,1059.2143326315788,4.9,7.4
EE,2005-10,1119.6133454545454,4.5,7.4
EE,2005-11,1101.8937745454546,4.0,7.1
EE,2005-12,1105.563928,3.7,7.1
EE,2006-01,1137.12147,4.6,7.3
EE,2006-02,1160.2772512121214,4.6,6.6
EE,2006-03,1194.9059914285713,4.0,6.4
EE,2006-04,1322.6412385714284,4.3,5.4
EE,2006-05,1320.7012628571426,4.6,6.2
EE,2006-06,1327.263155,4.4,6.1
EE,2006-07,1420.5734400000001,4.5,5.8
EE,2006-08,1421.701991111111,5.0,5.4
EE,2006-09,1411.928042105263,3.8,5.4
EE,2006-10,1456.7569043478259,3.8,5.9
EE,2006-11,1464.5660727272727,4.6,5.5
EE,2006-12,1486.70712,5.1,5.3
EE,2007-01,1492.1384163636362,5.0,5.4
EE,2007-02,1464.0386263492064,4.6,5.3
EE,2007-03,1457.298097272727,5.6,5.4
EE,2007-04,1617.360673968254,5.6,4.9
EE,2007-05,1594.6700456666667,5.9,4.9
EE,2007-06,1569.3818260000003,6.0,4.6
EE,2007-07,1580.7949055555553,6.5,4.2
EE,2007-08,1583.0247124999999,6.1,4.1
EE,2007-09,1587.543312280702,7.5,3.9
EE,2007-10,1603.5989255072466,8.7,4.1
EE,2007-11,1572.2256796825397,9.3,4.1
EE,2007-12,1537.913677936508,9.7,4.3
EE,2008-01,1376.2004396825396,11.3,4.2
EE,2008-02,1324.2450916666667,11.5,4.1
EE,2008-03,1319.1051217391305,11.2,4.1
EE,2008-04,1458.6225793650797,11.6,4.0
EE,2008-05,1451.865025666667,11.4,4.0
EE,2008-06,1501.8104380000002,11.5,4.3
EE,2008-07,1497.1672444444448,11.2,5.2
EE,2008-08,1523.4944300000002,11.1,6.2
EE,2008-09,1512.9432684210526,10.8,6.7
EE,2008-10,1446.1390700000002,10.1,6.7
EE,2008-11,1479.9796200000003,8.5,7.4
EE,2008-12,1467.1659436363636,7.5,9.3
EE,2009-01,1249.77654,4.7,10.3
EE,2009-02,1275.9029009999997,3.9,11.1
EE,2009-03,1257.8138999999999,2.5,12.1
EE,2009-04,1284.7008374999998,0.9,12.6
EE,2009-05,1271.798323809524,0.3,13.1
EE,2009-06,1302.4633983333333,-0.5,13.1
EE,2009-07,1262.3994033333333,-0.4,14.0
EE,2009-08,1261.1849293650794,-0.7,14.3
EE,2009-09,1248.9299833333334,-1.7,14.0
EE,2009-10,1301.125566031746,-2.1,14.9
EE,2009-11,1283.616171818182,-2.1,15.3
EE,2009-12,1293.9372889393937,-1.9,16.9
EE,2010-01,1189.6634768421052,-1.0,18.3
EE,2010-02,1198.8736931818182,-0.3,19.4
EE,2010-03,1218.0606963636362,1.4,19.5
EE,2010-04,1359.6043699999998,2.5,19.1
EE,2010-05,1333.92258,2.8,18.2
EE,2010-06,1300.4739052631578,3.4,17.0
EE,2010-07,1326.4955555555557,2.7,15.6
EE,2010-08,1311.7479365079366,2.8,15.2
EE,2010-09,1318.9800000000002,3.8,14.8
EE,2010-10,1424.667615238095,4.5,14.3
EE,2010-11,1479.8234960606062,5.0,13.4
EE,2010-12,1485.3431622222222,5.4,14.2
EE,2011-01,1471.309285,5.1,14.8
EE,2011-02,1488.807372727273,5.5,14.2
EE,2011-03,1485.829712698413,5.1,14.0
EE,2011-04,1657.9760057142853,5.4,13.1
EE,2011-05,1645.2964517647058,5.5,13.0
EE,2011-06,1637.1054063157892,4.9,12.7
EE,2011-07,1608.421827368421,5.3,11.6
EE,2011-08,1562.9205797101451,5.6,10.7
EE,2011-09,1536.3064533333334,5.4,10.7
EE,2011-10,1548.6211174999999,4.7,11.3
EE,2011-11,1511.7824378787877,4.4,11.2
EE,2011-12,1510.8055396825396,4.1,10.9
EE,2012-01,1460.8803615151517,4.7,11.2
EE,2012-02,1446.0623368253969,4.4,11.3
EE,2012-03,1474.7183100000004,4.7,11.2
EE,2012-04,1582.8195276666663,4.3,10.1
EE,2012-05,1549.46488,4.1,10.0
EE,2012-06,1552.6586156666665,4.4,9.9
EE,2012-07,1522.536288,4.1,9.7
EE,2012-08,1493.0862756521738,4.2,9.4
EE,2012-09,1463.019636,4.1,8.7
EE,2012-10,1422.7269400000002,4.2,8.8
EE,2012-11,1492.6611916666666,3.8,9.0
EE,2012-12,1474.032283166667,3.6,9.6
EE,2013-01,1353.4098556521737,3.7,10.1
EE,2013-02,1300.9954424999999,4.0,9.8
EE,2013-03,1275.652751904762,3.8,9.2
EE,2013-04,1388.5964361904762,3.4,8.1
EE,2013-05,1458.675778,3.6,7.9
EE,2013-06,1522.4439504761904,4.1,7.7
EE,2013-07,1504.1314,4.0,7.6
EE,2013-08,1484.139918181818,3.6,7.8
EE,2013-09,1458.3761238095237,2.6,8.0
EE,2013-10,1429.9415334848486,2.2,8.4
EE,2013-11,1393.4192204761903,2.1,8.7
EE,2013-12,1407.351779047619,2.0,8.6
EE,2014-01,1416.5254846376813,1.6,8.9
EE,2014-02,1432.365325925926,1.1,8.4
EE,2014-03,1422.2376666666669,0.7,8.1
EE,2014-04,1528.162504,0.8,7.6
EE,2014-05,1533.168868,0.6,7.0
EE,2014-06,1519.3917409523808,0.3,6.8
EE,2014-07,1492.5739410526314,0.0,7.1
EE,2014-08,1502.7622441269843,-0.2,7.4
EE,2014-09,1518.8029413636364,0.2,7.1
EE,2014-10,1634.3573183333335,0.5,6.6
EE,2014-11,1704.1831528333337,0.0,6.3
EE,2014-12,1770.8298933333335,0.1,6.5
EE,2015-01,1577.055080151515,-0.5,6.9
EE,2015-02,1581.2004996666667,-0.2,6.7
EE,2015-03,1582.038965,0.0,6.9
EE,2015-04,1783.3966815789477,0.4,7.0
EE,2015-05,1815.6618214285716,0.5,6.7
EE,2015-06,1891.9692342857145,0.3,6.1
EE,2015-07,1923.1420664912282,0.1,5.5
EE,2015-08,1925.4334542857143,0.2,5.5
EE,2015-09,1937.0128915151515,-0.3,5.9
EE,2015-10,2111.048825714286,0.0,6.2
EE,2015-11,2132.7363428571425,0.5,6.6
EE,2015-12,2076.2422706060606,-0.2,6.7
EE,2016-01,1932.227726349206,0.1,6.8
EE,2016-02,1951.5946266666665,0.4,6.7
EE,2016-03,2028.965873333333,0.5,7.0
EE,2016-04,2171.0936337037037,0.0,6.6
EE,2016-05,2280.1239030303036,0.0,6.5
EE,2016-06,2343.1644073333337,0.4,6.8
EE,2016-07,2348.800905263158,0.8,6.9
EE,2016-08,2278.2819920289858,1.1,7.5
EE,2016-09,2227.840478787879,1.7,7.0
EE,2016-10,2342.3502401666665,1.0,7.1
EE,2016-11,2370.8675859090904,1.4,6.7
EE,2016-12,2394.3101985714284,2.4,6.4
EE,2017-01,2258.612665151515,2.8,6.2
EE,2017-02,2264.6501646031743,3.4,5.7
EE,2017-03,2317.162615333333,3.0,5.8
EE,2017-04,2673.394068,3.6,6.1
EE,2017-05,2757.5785134782604,3.5,6.6
EE,2017-06,2699.1978785,3.1,6.2
EE,2017-07,2647.332050526316,3.9,5.7
EE,2017-08,2682.3124500000004,4.2,5.1
EE,2017-09,2633.1001515873013,3.9,5.4
EE,2017-10,2744.3833485714285,4.0,5.3
EE,2017-11,2627.321682424242,4.5,5.5
EE,2017-12,2602.524747333333,3.8,6.1
EE,2018-01,2468.7889539130433,3.6,6.8
EE,2018-02,2456.486516825397,3.2,6.7
EE,2018-03,2414.017770666667,2.9,6.0
EE,2018-04,2603.4668458333335,2.9,5.2
EE,2018-05,2619.4122603174606,3.1,5.1
EE,2018-06,2677.8358383333334,3.9,5.1
EE,2018-07,2657.307831578947,3.3,5.2
EE,2018-08,2677.048445217391,3.5,5.2
EE,2018-09,2731.5345199999997,3.5,5.5
EE,2018-10,3026.9932400000002,4.5,5.1
EE,2018-11,3001.6572966666668,3.2,4.5
EE,2018-12,3006.413039666667,3.3,4.3
EE,2019-01,2806.1352630434785,2.8,4.4
EE,2019-02,2786.7760049999997,1.9,4.7
EE,2019-03,2763.795573809524,2.2,4.7
EE,2019-04,3075.169102222222,3.2,5.0
EE,2019-05,3150.8413439999995,3.1,5.1
EE,2019-06,3100.30304,2.6,4.7
EE,2019-07,3140.9945543859653,2.0,4.2
EE,2019-08,3180.784303030303,2.1,4.0
EE,2019-09,3244.8988634920634,2.2,4.3
EE,2019-10,3396.6672339393936,1.4,4.1
EE,2019-11,3372.243683492063,1.8,4.1
EE,2019-12,3449.0974273015872,1.8,4.5
EE,2020-01,3005.5488891304353,1.6,5.0
EE,2020-02,3068.188346833334,2.0,5.1
EE,2020-03,3139.4772869565213,1.0,5.4
EE,2020-04,3229.3721701587306,-0.9,6.3
EE,2020-05,3202.159530666667,-1.8,7.2
EE,2020-06,3239.4059276190474,-1.6,8.0
EE,2020-07,3505.713762166666,-1.3,7.6
EE,2020-08,3686.407375873015,-1.3,7.6
EE,2020-09,3741.8562212121215,-1.3,7.8
EE,2020-10,3897.8163528571426,-1.7,7.9
EE,2020-11,3899.7137276190474,-1.2,7.6
EE,2020-12,3949.0617439393936,-0.9,7.1
EE,2021-01,3491.283832063492,0.3,7.4
EE,2021-02,3348.014277777778,0.5,7.1
EE,2021-03,3096.9671472727273,0.9,6.7
EE,2021-04,3254.7044325925926,1.6,6.5
EE,2021-05,3450.6453381818187,3.2,6.9
EE,2021-06,3382.4559373333336,3.7,6.7
EE,2021-07,3442.7770877192984,4.9,6.3
EE,2021-08,3510.9706015151514,5.0,5.7
EE,2021-09,3550.94650909091,6.4,5.5
EE,2021-10,3965.1656068333327,6.8,5.0
EE,2021-11,4072.273486969697,8.6,5.2
EE,2021-12,4094.7053165217394,12.0,5.5
EE,2022-01,3877.7537307936504,11.0,5.9
EE,2022-02,3961.718163809524,11.6,5.5
EE,2022-03,4028.5842438095237,14.8,5.5
EE,2022-04,4425.24949508772,19.1,5.5
EE,2022-05,4327.592623030303,20.1,5.8
EE,2022-06,4234.736429122807,22.0,5.9
EE,2022-07,4304.213040175438,23.2,5.9
EE,2022-08,4269.633246521739,25.2,5.6
EE,2022-09,4221.42295,24.1,5.3
EE,2022-10,4104.841753833333,22.5,5.3
EE,2022-11,3993.821090000001,21.4,5.4
EE,2022-12,4185.683406666667,17.5,5.3
EE,2023-01,3874.82961939394,18.6,5.2
EE,2023-02,3934.875352380953,17.8,5.3
EE,2023-03,4174.547958000001,15.6,5.9
EE,2023-04,4361.622591666666,13.2,6.2
EE,2023-05,4223.334577777779,11.2,6.7
EE,2023-06,4271.031298333333,9.0,7.2
EE,2023-07,4371.160865964912,6.2,7.5
EE,2023-08,4487.652864927536,4.3,7.3
EE,2023-09,4628.473387301587,3.9,6.4
EE,2023-10,4853.860888888888,5.0,6.1
EE,2023-11,4877.001665454545,4.1,6.3
EE,2023-12,4833.705333333333,4.3,6.9
EE,2024-01,4399.04218289855,5.0,7.7
EE,2024-02,4219.049903809523,4.4,7.8
EE,2024-03,4214.6720043333335,4.1,7.7
EE,2024-04,4490.367504000001,3.1,7.6
EE,2024-05,4356.881754285715,3.1,7.6
EE,2024-06,4275.828385666668,2.8,7.5
EE,2024-07,4453.689834833334,3.5,7.7
EE,2024-08,4443.311175000001,3.4,7.4
EE,2024-09,4427.395147301588,3.2,7.8
EE,2024-10,4529.856413636363,4.5,7.3
EE,2024-11,4436.078622222222,3.8,7.4
EE,2024-12,4342.7984841269845,4.1,7.8
EE,2025-01,3977.7227740579715,3.8,7.9
EE,2025-02,4131.096650701755,5.1,8.6
EE,2025-03,4159.708831515152,4.3,8.2
EE,2025-04,4473.020864666667,4.4,7.9
EE,2025-05,4571.2974265,4.6,7.8
EE,2025-06,4635.568228888889,5.2,7.3
EL,1998-04,10910.017446666667,5.1,10.9
EL,1998-05,10832.595524545457,5.0,10.9
EL,1998-06,10662.057077,4.9,10.4
EL,1998-07,11986.45829710145,4.8,10.4
EL,1998-08,11998.531673968257,4.7,11.0
EL,1998-09,11780.965525333333,5.0,10.7
EL,1998-10,12322.113212666667,4.5,10.6
EL,1998-11,12039.881177301588,3.9,11.7
EL,1998-12,12143.01835508772,3.7,11.6
EL,1999-01,11074.727917894736,3.3,12.0
EL,1999-02,11117.18847130435,3.1,12.3
EL,1999-03,11140.852068,3.0,11.8
EL,1999-04,11904.938917424244,2.6,12.0
EL,1999-05,12102.246983333334,2.0,11.9
EL,1999-06,12422.391440833333,1.5,11.4
EL,1999-07,13584.219977971015,1.6,11.3
EL,1999-08,13699.717121333335,1.4,11.9
EL,1999-09,13518.17066031746,1.3,11.6
EL,1999-10,14296.845909166668,1.7,11.7
EL,1999-11,14410.315355833334,2.0,13.0
EL,1999-12,14849.064462698414,2.3,12.9
EL,2000-01,13288.15347122807,2.3,12.1
EL,2000-02,13281.983405,2.6,12.5
EL,2000-03,13212.600307936505,2.8,11.9
EL,2000-04,13135.815993333334,2.1,11.3
EL,2000-05,12976.384184761902,2.6,11.3
EL,2000-06,12982.468633968252,2.2,10.8
EL,2000-07,13625.921989565219,2.6,10.5
EL,2000-08,13767.931250526317,2.9,11.1
EL,2000-09,13556.276280000002,3.0,10.8
EL,2000-10,13911.648500333335,3.8,10.1
EL,2000-11,13931.834143148148,4.0,11.2
EL,2000-12,13977.755120333331,3.7,11.2
EL,2001-01,12976.349474074073,3.2,11.0
EL,2001-02,12915.407281904761,3.4,11.4
EL,2001-03,12844.356453333334,3.2,10.9
EL,2001-04,13180.975636363637,3.7,10.5
EL,2001-05,13308.5104875,3.9,10.5
EL,2001-06,13209.896318181816,4.5,10.0
EL,2001-07,14122.148844848485,4.2,9.9
EL,2001-08,13973.065984,4.0,10.4
EL,2001-09,14032.685284848485,4.0,10.1
EL,2001-10,14631.445384736844,3.2,10.4
EL,2001-11,14714.97625888889,2.9,11.5
EL,2001-12,14693.791565555555,3.5,11.5
EL,2002-01,13383.400763508773,4.8,11.3
EL,2002-02,13549.20664848485,3.8,11.7
EL,2002-03,13334.770004848486,4.3,11.2
EL,2002-04,14048.747830666667,4.1,10.1
EL,2002-05,14501.742119999999,3.8,10.1
EL,2002-06,14797.048449696971,3.6,9.6
EL,2002-07,16031.43519428571,3.6,9.6
EL,2002-08,15969.039749523808,3.8,10.1
EL,2002-09,15945.617260952378,3.8,9.8
EL,2002-10,16877.08391203704,4.0,9.5
EL,2002-11,17364.750000000004,3.9,10.5
EL,2002-12,17378.54513888889,3.5,10.5
EL,2003-01,16178.879657894735,3.3,10.3
EL,2003-02,15921.57539275362,4.3,10.7
EL,2003-03,16006.925434848485,3.9,10.2
EL,2003-04,17023.07993766667,3.3,9.6
EL,2003-05,16885.694388181815,3.5,9.5
EL,2003-06,16567.70480936508,3.7,9.0
EL,2003-07,17598.892557272724,3.5,9.1
EL,2003-08,17595.826859999997,3.3,9.5
EL,2003-09,17348.967657,3.3,9.2
EL,2003-10,17903.670129000002,3.1,9.3
EL,2003-11,17723.172584285712,3.3,10.3
EL,2003-12,17748.172192500002,3.1,10.2
EL,2004-01,16647.69832421053,3.0,11.8
EL,2004-02,16162.849168695655,2.6,11.1
EL,2004-03,15846.634788571428,2.9,11.4
EL,2004-04,16249.908498571427,3.1,10.6
EL,2004-05,16249.908498571427,3.1,10.3
EL,2004-06,15636.4298025,3.0,10.0
EL,2004-07,16508.801486086955,3.2,10.2
EL,2004-08,16133.970654761904,2.8,10.3
EL,2004-09,16059.2246755,2.9,10.1
EL,2004-10,16941.961397000003,3.3,10.0
EL,2004-11,17604.82989777778,3.2,10.6
EL,2004-12,17914.404947000003,3.1,10.9
EL,2005-01,16034.451731052632,4.2,10.5
EL,2005-02,16048.062653478262,3.1,10.4
EL,2005-03,16423.597260000002,2.8,10.7
EL,2005-04,17317.868519999996,3.3,10.0
EL,2005-05,17275.151582857143,3.2,9.7
EL,2005-06,17636.285619333332,3.2,9.6
EL,2005-07,18183.84246666667,3.9,9.7
EL,2005-08,17786.748015,3.6,10.0
EL,2005-09,17608.112060952386,3.8,9.8
EL,2005-10,18759.512141333336,3.7,9.7
EL,2005-11,18915.73593066667,3.4,10.1
EL,2005-12,18897.538307301587,3.5,9.9
EL,2006-01,17818.12772333333,3.0,9.6
EL,2006-02,17945.5612231746,3.1,10.6
EL,2006-03,17704.065771818183,3.3,9.4
EL,2006-04,19004.36386242424,3.5,9.0
EL,2006-05,18921.960141754385,3.3,9.3
EL,2006-06,19068.451439393943,3.4,8.4
EL,2006-07,19998.323945454544,3.9,8.1
EL,2006-08,20150.882475,3.5,8.8
EL,2006-09,19770.24915,3.1,8.4
EL,2006-10,20389.562899122804,3.1,7.8
EL,2006-11,20103.563761111112,3.2,9.3
EL,2006-12,19880.057773015873,3.2,9.7
EL,2007-01,18341.77059,3.0,8.8
EL,2007-02,19046.59422285714,3.0,9.2
EL,2007-03,19783.981435,2.8,9.7
EL,2007-04,21465.023754444443,2.6,8.5
EL,2007-05,21960.0311545,2.6,7.9
EL,2007-06,22221.198915454548,2.6,8.3
EL,2007-07,22676.35492047619,2.7,7.9
EL,2007-08,22853.985455714283,2.7,7.7
EL,2007-09,22679.20708705882,3.0,8.5
EL,2007-10,23534.76181122807,3.0,7.9
EL,2007-11,22746.629201578948,3.9,7.6
EL,2007-12,22103.141286231887,3.9,9.0
EL,2008-01,19860.235005000002,3.9,8.0
EL,2008-02,19729.4791005,4.6,8.1
EL,2008-03,19260.153226363636,4.4,9.1
EL,2008-04,20492.09552063492,4.4,7.8
EL,2008-05,20955.60516833333,4.9,6.8
EL,2008-06,20743.04794396825,4.9,7.4
EL,2008-07,21900.384090000003,4.9,7.1
EL,2008-08,21127.922735333334,4.8,7.2
EL,2008-09,20682.695464347828,4.7,7.5
EL,2008-10,21073.903732,4.0,7.4
EL,2008-11,20455.068032,3.0,7.9
EL,2008-12,20059.41112,2.2,8.9
EL,2009-01,16722.532715999998,2.0,9.9
EL,2009-02,16032.788492727273,1.8,9.7
EL,2009-03,16820.881438636363,1.5,9.7
EL,2009-04,18388.625475166667,1.1,9.9
EL,2009-05,17720.35572927536,0.7,8.7
EL,2009-06,17034.0876025,0.7,8.8
EL,2009-07,16972.75466904762,0.7,9.8
EL,2009-08,17024.801176190478,1.0,9.2
EL,2009-09,17884.004635,0.7,9.3
EL,2009-10,19605.255252063493,1.2,10.2
EL,2009-11,19248.524787017544,2.1,11.1
EL,2009-12,18992.69173060606,2.5,10.7
EL,2010-01,16217.963614285713,2.3,11.9
EL,2010-02,15905.324086363638,2.9,12.6
EL,2010-03,15499.084242857141,3.9,12.0
EL,2010-04,16093.902803809524,4.8,12.4
EL,2010-05,16838.914399710146,5.3,12.3
EL,2010-06,17027.21015185185,5.2,12.0
EL,2010-07,16882.6845,5.5,12.7
EL,2010-08,16570.401474,5.6,12.6
EL,2010-09,16624.687232999997,5.7,13.0
EL,2010-10,16800.123965714287,5.2,14.0
EL,2010-11,16562.964770526316,4.8,14.5
EL,2010-12,16676.023494285717,5.2,15.5
EL,2011-01,14419.723688636364,4.9,15.7
EL,2011-02,14923.662031060607,4.1,16.6
EL,2011-03,15561.256480833334,4.3,17.1
EL,2011-04,17166.627864242426,3.7,16.1
EL,2011-05,16899.36140030303,3.1,17.5
EL,2011-06,16943.782767333334,3.1,16.3
EL,2011-07,16995.382185,2.1,17.0
EL,2011-08,17344.236134210525,1.4,19.4
EL,2011-09,17658.027345238093,2.9,17.9
EL,2011-10,18004.495202539685,2.9,19.9
EL,2011-11,18279.250189649127,2.8,21.6
EL,2011-12,18301.029574285716,2.2,22.0
EL,2012-01,16105.047237575758,2.1,21.7
EL,2012-02,17132.82946,1.7,23.5
EL,2012-03,17308.840799999998,1.3,24.1
EL,2012-04,17666.091838939392,1.5,23.2
EL,2012-05,17339.88836396825,0.9,23.7
EL,2012-06,17513.687696666664,1.0,25.1
EL,2012-07,18559.899339242424,0.9,24.2
EL,2012-08,18554.241684814813,1.1,25.6
EL,2012-09,19486.01815757576,0.3,26.2
EL,2012-10,19906.513074666665,0.9,25.3
EL,2012-11,19910.011469473684,0.4,27.8
EL,2012-12,19312.245874202898,0.3,27.3
EL,2013-01,16726.767790303027,0.0,27.9
EL,2013-02,16741.410243833332,0.1,28.4
EL,2013-03,16945.23142136363,-0.2,28.3
EL,2013-04,18236.156359999997,-0.6,28.2
EL,2013-05,18124.981593939392,-0.3,27.7
EL,2013-06,18173.431497777776,-0.2,27.0
EL,2013-07,19192.855448,-0.5,27.5
EL,2013-08,19944.463344,-1.0,27.4
EL,2013-09,20572.509020869562,-1.0,27.4
EL,2013-10,19956.663667,-1.9,26.9
EL,2013-11,19789.99018105263,-2.9,28.9
EL,2013-12,20051.4843,-1.8,28.3
EL,2014-01,17582.849731746028,-1.4,27.4
EL,2014-02,17248.341845714283,-0.9,29.3
EL,2014-03,16512.613859393936,-1.5,27.8
EL,2014-04,17431.625992166664,-1.6,26.8
EL,2014-05,17800.25606478261,-2.1,27.3
EL,2014-06,17711.55405968254,-1.5,25.9
EL,2014-07,18520.547274666667,-0.8,25.2
EL,2014-08,18160.608670833335,-0.2,25.9
EL,2014-09,18271.83667936508,-1.1,25.7
EL,2014-10,18459.174088333333,-1.8,25.4
EL,2014-11,18176.378783333334,-1.2,25.9
EL,2014-12,18311.40750173913,-2.5,27.2
EL,2015-01,16686.547056666666,-2.8,26.4
EL,2015-02,17358.460967272727,-1.9,26.2
EL,2015-03,17213.170592121212,-1.9,27.8
EL,2015-04,18431.9588075,-1.8,25.3
EL,2015-05,18620.67067608696,-1.4,23.7
EL,2015-06,18492.208454999996,-1.1,24.8
EL,2015-07,18906.775813968256,-1.3,24.3
EL,2015-08,19312.08258222222,-0.4,23.0
EL,2015-09,19787.304767999998,-0.8,24.4
EL,2015-10,19928.62009,-0.1,24.6
EL,2015-11,20062.383304561405,-0.1,24.5
EL,2015-12,20316.53121060606,0.4,24.8
EL,2016-01,18089.320217619043,-0.1,25.8
EL,2016-02,18095.897665454544,0.1,25.0
EL,2016-03,17965.78010047619,-0.7,25.0
EL,2016-04,19983.64460698413,-0.4,23.8
EL,2016-05,19837.176786956523,-0.2,23.5
EL,2016-06,20250.608756333335,0.2,22.8
EL,2016-07,21611.737878260865,0.2,22.8
EL,2016-08,22294.237802857144,0.4,23.5
EL,2016-09,22106.373096,-0.1,22.3
EL,2016-10,22121.71966523809,0.6,23.1
EL,2016-11,22168.743098166662,-0.2,24.5
EL,2016-12,23311.377829206347,0.3,24.4
EL,2017-01,21443.219672727275,1.5,24.4
EL,2017-02,21171.67709142857,1.4,24.4
EL,2017-03,21181.98301714286,1.7,23.1
EL,2017-04,23236.371962121208,1.6,22.0
EL,2017-05,22051.95847063492,1.5,22.1
EL,2017-06,21147.026527777776,0.9,20.4
EL,2017-07,20895.927277272727,0.9,20.3
EL,2017-08,20073.636825925925,0.6,20.7
EL,2017-09,21282.117245454545,1.0,20.0
EL,2017-10,19890.824047166665,0.5,20.7
EL,2017-11,19218.596066666665,1.1,22.3
EL,2017-12,19599.272352878786,1.0,21.7
EL,2018-01,18253.51932,0.2,21.5
EL,2018-02,18871.61922983333,0.4,22.8
EL,2018-03,19381.383343333335,0.2,21.1
EL,2018-04,21076.132601739133,0.5,20.2
EL,2018-05,21337.251453015873,0.8,19.5
EL,2018-06,21799.263830476193,1.0,18.3
EL,2018-07,23842.920725714288,0.8,18.6
EL,2018-08,23981.886659473686,0.9,19.0
EL,2018-09,23452.65185818182,1.1,17.9
EL,2018-10,21872.37038368421,1.8,18.8
EL,2018-11,20974.232104736842,1.1,20.2
EL,2018-12,20805.726361304347,0.6,19.0
EL,2019-01,18916.550845454545,0.5,20.5
EL,2019-02,17712.952693666666,0.8,20.7
EL,2019-03,17233.883369090912,1.0,18.8
EL,2019-04,19820.815027619046,1.1,18.7
EL,2019-05,19963.68201333333,0.6,17.4
EL,2019-06,20273.0463047619,0.2,16.3
EL,2019-07,23143.3672995,0.4,17.1
EL,2019-08,22732.64222583333,0.1,16.9
EL,2019-09,22011.88936888889,0.2,16.3
EL,2019-10,20733.822386166667,-0.3,16.7
EL,2019-11,21176.150448771932,0.5,17.8
EL,2019-12,21740.49758028986,1.1,17.4
EL,2020-01,19956.929588095238,1.1,17.3
EL,2020-02,19784.079726190474,0.4,17.3
EL,2020-03,19878.400305,0.2,17.3
EL,2020-04,18306.164833333336,-0.9,18.3
EL,2020-05,18380.766671594203,-0.7,20.0
EL,2020-06,17628.694755238095,-1.9,19.6
EL,2020-07,20499.343611666667,-2.1,16.1
EL,2020-08,20238.33336,-2.3,16.6
EL,2020-09,19636.705742857142,-2.3,16.3
EL,2020-10,18452.306802,-2.0,17.0
EL,2020-11,18921.838422,-2.1,18.1
EL,2020-12,18877.7439,-2.4,17.5
EL,2021-01,17581.444201269842,-2.4,16.8
EL,2021-02,17108.868326363634,-1.9,16.9
EL,2021-03,16754.677875555553,-2.0,17.6
EL,2021-04,18220.273144444443,-1.1,17.4
EL,2021-05,18411.116087101447,-1.2,15.6
EL,2021-06,19121.015798070173,0.6,14.4
EL,2021-07,21958.3602569697,0.7,13.5
